roaster,cleaned_desc_1,sentiment_scores,compound,compound_scaled_0_1,compound_scaled_1_10
Jaunt Coffee Roasters,sweetly herbaceous citrusy marjoram lemon verbena cocoa nib freesia maple syrup aroma cup sweetsavory structure crisp winey acidity satiny mouthfeel finish lead sweet herb note supported cocoa nib,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.8316}",0.8316,0.9158,9.2422
JBC Coffee Roasters,crisply sweet nuttoned almond brittle tart pie cherry magnolia baking chocolate oak aroma cup sweet structure pert acidity satinysmooth mouthfeel finish consolidates baking chocolate pie cherry oak,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.7184}",0.7184,0.8592,8.7328
Jaunt Coffee Roasters,richtoned bittersweet tamarind candy hop flower fir mustard seed grape leaf aroma cup savorysweet structure brisk acidity full velvety mouthfeel richly drying finish suggestion tamarind mustard seed,"{'neg': 0.044, 'neu': 0.805, 'pos': 0.151, 'compound': 0.4939}",0.4939,0.74695,7.72255
Jaunt Coffee Roasters,sweetly tart delicately fermenty note suggesting jolly rancher chocolate fudge rum barrel baking spice sandalwood aroma cup sweet structure gentle round acidity velvety mouthfeel sweetly fermenty finish crisp chocolate fudge note throughout,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.9468}",0.9468,0.9734,9.7606
Equator Coffees,sweetly spicetoned chocolaty intense freesialike flower dark chocolate concord grape roasted macadamia nut tangerine zest aroma cup sweetly rich tart structure juicy acidity lightly syrupy mouthfeel freesia concord grape note ring long finish,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.8885}",0.8885,0.94425,9.49825
Flight Coffee Co.,crisply sweet richly savory floraltoned peach lilac ripe sungold cherry tomato almond brittle frankincense aroma cup sweetumami structure jazzy acidity syrupysmooth mouthfeel flavorsaturated finish carry promise flavor note cup,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.802}",0.802,0.901,9.109
Coffee Please,berrydriven sweetly herbtoned black currant cocoa nib thyme lavender oak aroma cup sweettoned structure bright acidity satiny buoyant mouthfeel rich longlasting berrytoned finish,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8885}",0.8885,0.94425,9.49825
DoDo Kaffa,complex nuanced multilayered red currant cinnamon lavender marjoram wild honey aroma cup sweetly tart structure juicy hightoned acidity syrupy mouthfeel resonant finish fruit floral note carry forward cocoa emerges,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4767}",0.4767,0.7383500000000001,7.645150000000001
Evie's Cafe,complex nuanced multilayered black currant freesialike flower honey nutella cedar aroma cup sweetly tart structure juicy hightoned acidity syrupysmooth mouthfeel resonant finish lead currant freesia note short rounding nutella cedar long,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.5423}",0.5423,0.77115,7.9403500000000005
Kakalove Cafe,sweetly floral delicately cocoatoned honeysuckle cocoa nib concord grape agave lemonthyme aroma cup hightoned structure juicy confident acidity buoyant lively viscous mouthfeel honeysuckle cocoa nib characterize sweet finish,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.9337}",0.9337,0.96685,9.70165
Klatch Coffee,balanced richly sweetsavory deeply pungent ripe tomato black currant almond brittle jasmine oak aroma cup sweetsavory structure vibrant juicy acidity full satiny nectarlike mouthfeel resonant finish lead note black currant ripe tomato almond brittle,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.743}",0.743,0.8714999999999999,8.843499999999999
Pop Coffee Works,attractively tart bright complexly layered red currant petrichor postrain earthy note wisteria lemongrass elm aroma cup sweettart structure bright juicy acidity delicate silky mouthfeel finish center note red currant lemongrass pleasing coconut note surface long,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.9118}",0.9118,0.9559,9.6031
Small Eyes Cafe,sweetly herbsuffused fruitdriven hint fresh earth lemonthyme mulberry grapefruit zest petrichor postrain earthy note myrrh aroma cup sweetsavory structure bright acidity syrupysmooth mouthfeel savoryleaning richtoned finish,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.8074}",0.8074,0.9037,9.1333
Steady State Roasting,deep compelling satisfying black currant dark chocolate blood orange zest lavender coconut aroma cup sweet structure richly rounded acidity plump syrupy mouthfeel coconut lavender note resonate long finish,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.8689}",0.8689,0.93445,9.41005
States Coffee,deeptoned richly aromatic complex black currant honeysuckle tamarind dark chocolate sandalwood aroma cup sweettart structure juicy sparkling acidity plush syrupysmooth mouthfeel flavorsaturated finish consolidates note blackcurrant dark chocolate hint sandalwood,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.6249}",0.6249,0.81245,8.31205
El Gran Café,richly sweet nuanced multilayered apricot star jasmine cocoa nib cashew oak aroma cup sweetsavory structure delicate acidity full lightly syrupy mouthfeel rich long cocoatoned finish,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.8658}",0.8658,0.9329000000000001,9.3961
El Gran Café,crisply sweet quietly resonant wisteria apricot pistachio molasses oak aroma cup sweetly tart savoryedged structure round acidity full syrupy mouthfeel persistent finish consolidates note molasses pistachio,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.7269}",0.7269,0.86345,8.77105
El Gran Café,crisply sweet hightoned straightforward cocoa powder lime zest freshcut fir freesialike flower walnut aroma cup quietly tart structure round gently brisk acidity lightly satiny mouthfeel richtoned finish consolidates note cocoa powder walnut hint flower,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.765}",0.765,0.8825000000000001,8.9425
El Gran Café,crisply sweettart balanced plum cocoa nib almond violet elm aroma cup sweettart structure brisk acidity satinysmooth mouthfeel gently drying cocoa nuttoned finish elm undertone,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5574}",0.5574,0.7787,8.008299999999998
El Gran Café,crisply sweet balanced cocoa nib almond red grape cedar hint magnolia aroma cup sweet structure pert acidity satinysmooth mouthfeel gently drying finish center around sweet nut red grape note cedar undertone,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.9001}",0.9001,0.9500500000000001,9.550450000000001
El Gran Café,sweetly nut cocoatoned hazelnut cocoa powder magnolia cedar golden raisin aroma cup sweet structure brisk acidity velvety mouthfeel nuttoned finish supported hint cocoa powder cedar,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.8402}",0.8402,0.9200999999999999,9.280899999999999
El Gran Café,chocolaty sweetly smoky dark chocolate scorched mesquite lily raisin hazelnut aroma cup bittersweet structure gentle acidity crisp light mouthfeel bittersweet finish note chocolate scorched mesquite,"{'neg': 0.088, 'neu': 0.709, 'pos': 0.203, 'compound': 0.6597}",0.6597,0.82985,8.46865
Kakalove Cafe,luminous clear confident lively passion fruit cocoa nib lilac almond butter lemon drop aroma cup sweettart structure elegantly balanced intense acidity viscous syrupy mouthfeel resonant flavorsaturated finish carry aroma flavor note cup well long,"{'neg': 0.046, 'neu': 0.564, 'pos': 0.39, 'compound': 0.9313}",0.9313,0.96565,9.69085
Kakalove Cafe,harmoniously sweettartsavory dark chocolate pomegranate shiitake mushroom jasmine sandalwood aroma cup sweetsavory structure vibrant hightoned acidity full syrupysmooth mouthfeel finish sweetsavory duet dark chocolate shiitake mushroom note,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.743}",0.743,0.8714999999999999,8.843499999999999
Peach Coffee Roasters,deeply rich sweetly spicetoned cinnamon nutmeg pear honey lavender aroma cup sweettart structure lively juicy acidity silky buoyant mouthfeel finish spicetoned rich,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.9429}",0.9429,0.9714499999999999,9.74305
modcup coffee,complexly fruittoned chocolaty dried blueberry watermelon candy chocolate fudge almond sandalwood aroma cup sweettart structure winy acidity full syrupy mouthfeel richtoned finish consolidates blueberry chocolate fudge sandalwood,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,5.5
SkyTop Coffee,delicately sweet berrytoned strawberry coulis cocoa nib freesialike flower hazelnut cedar aroma cup sweet structure brisk acidity crisp satiny mouthfeel cocoatoned finish quiet strawberry note carrying long,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8225}",0.8225,0.91125,9.20125
Temple Coffee Roasters,evaluated espresso fruitcentered sweetly nuttoned dried apricot cashew butter freesialike flower molasses oak aroma small cup full velvety mouthfeel crisp gently drying nutframed finish flower apricot cashew carry layered resonance three part milk,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.7269}",0.7269,0.86345,8.77105
Temple Coffee Roasters,chocolaty richly sweet dark chocolate date hazelnut cedar agave syrup aroma cup sweettoned structure vibrant acidity satinysmooth mouthfeel finish center around note dark chocolate hazelnut cedar undertone,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.8519}",0.8519,0.92595,9.33355
RamsHead Coffee Roasters,fruitforward richly sweet berry melange blueberry raspberry blackberry chocolate fudge sandalwood molasses narcissuslike flower aroma cup sweettoned structure juicy acidity creamy viscous mouthfeel resonant finish center around note chocolate fudge blueberry,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
RamsHead Coffee Roasters,crisply fruittoned richly sweetsavory grape candy sassafras almond gardenia agave syrup aroma cup bittersweet structure gentle round acidity velvety mouthfeel sweetsavory finish characterized note grape candy sassafras almond,"{'neg': 0.04, 'neu': 0.779, 'pos': 0.181, 'compound': 0.6705}",0.6705,0.83525,8.51725
Tug Hill Artisan Roasters,chocolatetoned richly sweetsavory dark chocolate hop flower black cherry singed oak maple syrup aroma cup bittersweet structure gentle round acidity velvety mouthfeel crisp quiet finish consolidates cocoatoned pleasantly smoky oak hint black cherry,"{'neg': 0.033, 'neu': 0.74, 'pos': 0.227, 'compound': 0.8225}",0.8225,0.91125,9.20125
Paradise Roasters,delicate tropical fruity floral strawberry guava bergamot cocoa nib sandalwood plumeria aroma cup sweettoned structure juicy vibrant acidity silky buoyant mouthfeel resonant flavorsaturated long finish,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.6705}",0.6705,0.83525,8.51725
Paradise Roasters,fruit honeytoned richly sweettart lychee tamarind cocoa nib hop flower almond brittle aroma cup sweetly tart structure bright juicy acidity viscous syrupy mouthfeel fruitforward finish honey cocoa undertone,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.836}",0.836,0.9179999999999999,9.261999999999999
Stereo Coffee Roasters,richly sweettart floraltoned narcissus cocoa nib apricot almond nougat freshcut cedar aroma cup sweetly tart structure bright juicy acidity full syrupysmooth mouthfeel finish consolidates note almond nougat narcissus cocoa nib undertone,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.836}",0.836,0.9179999999999999,9.261999999999999
JBC Coffee Roasters,balanced cocoatoned cocoa nib crisp pear grapefruit zest oak magnolia aroma cup sweettoned structure brisk acidity full syrupy mouthfeel cocoaforward finish complicated note grapefruit zest magnolia,"{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.1531}",0.1531,0.57655,6.18895
JBC Coffee Roasters,sweetly tart deeply aromatic red currant magnolia brown sugar cashew butter lemon verbena aroma cup sweettart structure gentle round acidity full syrupysmooth mouthfeel quiet finish lead note red currant cashew butter,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.7184}",0.7184,0.8592,8.7328
JBC Coffee Roasters,richly sweet floraltoned freesia tangerine zest plum cedar hint marjoram aroma cup sweet structure hightoned citrusy acidity full satinysmooth mouthfeel savorysweet finish lead sweet herb note followed spicy florals,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.9062}",0.9062,0.9531000000000001,9.5779
Red Rooster Coffee Roaster,gently fruittoned crisply sweet blueberry honeysuckle hazelnut lemon zest caramel aroma cup sweettoned structure juicy acidity full satinysmooth mouthfeel finish consolidates blueberry caramel,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7184}",0.7184,0.8592,8.7328
Three Keys Coffee,hightoned crisply sweettart dried apricot dark chocolate rhododendron cedar almond aroma cup sweetly tart pert acidity velvety mouthfeel fruittoned finish supported note cedar dark chocolate,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.6597}",0.6597,0.82985,8.46865
Simon Hsieh’s Aroma Roast Coffees,evaluated espresso richly chocolaty floraltoned chocolate fudge narcissus molasses sandalwood dried red currant aroma small cup creamysmooth mouthfeel resonant flavorsaturated finish lyrically sweet three part milk deeptoned note chocolate fudge narcissus long,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
Three Keys Coffee,deeply sweet carameltoned magnolia caramel green apple lemon zest baking chocolate aroma cup sweet structure brisk acidity satinysmooth mouthfeel quiet finish center around baking chocolate lemon zest,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.8012}",0.8012,0.9006000000000001,9.105400000000001
Difference Coffee,evaluated espresso produced “ ristretto ” 25ml 85ounce shot using nespresso capsule espresso brewer whole milk heated using conventional steam wand richly aromatic floral balanced jasmine orange zest baking chocolate pear cedar aroma small cup silkysmooth mouthfeel crisp finish lead note jasmine orange zest undertone baking chocolate throughout chocolate note deepen three part milk sweet florals,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.7096}",0.7096,0.8548,8.693200000000001
GK Coffee,graceful polished exquisitely floral lavender vanilla bean bergamot cocoa nib lychee aroma cup delicate vivid multilayered structure elegantly sweettart acidity silky buoyant mouthfeel elongated richly floral complex finish,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.872}",0.872,0.9359999999999999,9.424
Durango Coffee Company,fruit herbtoned lemon thyme strawberry dark chocolate hazelnut hint rum barrel aroma cup sweettart structure fruitdriven acidity creamysmooth mouthfeel quiet finish center around note lemon thyme strawberry rum barrel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,5.5
Paradise Roasters,delicate honey cocoatoned pomegranate cocoa nib violet pink grapefruit zest cashew butter aroma cup sweettoned structure balanced lively acidity full syrupy mouthfeel pleasing finish lead pomegranate cashew butter undertone cocoa nib,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.7579}",0.7579,0.87895,8.91055
Bird Rock Coffee Roasters,delicately fruitforward multilayered complex dark chocolate blackberry jam macadamia nut honey sandalwood aroma cup sweetsavory structure winy acidity full syrupysmooth mouthfeel fruittoned finish deep lasting chocolate undertone,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.25}",0.25,0.625,6.625
PT's Coffee Roasting Co.,hightoned crisply sweettart pink grapefruit zest cocoa nib tamarind amber grape candy aroma cup sweettart structure tartleaning lively acidity syrupysmooth mouthfeel flavorsaturated finish resonates note cup,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}",0.4404,0.7202,7.4818
Big Shoulders Coffee,richly sweettart chocolaty tangerine dark chocolate almond butter freesialike flower hint marjoram aroma cup sweettart structure bright juicy acidity full satiny mouthfeelthe finish consolidates suggestion chocolate tangerine,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.7003}",0.7003,0.85015,8.65135
Singsun Coffee,sweetly pungent complex apricot cocoa nib narcissus cedar almond butter aroma cup sweettart structure bright juicy acidity full syrupy mouthfeel cocoadriven finish supported note dried stone fruit spicysweet florals,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.8074}",0.8074,0.9037,9.1333
