name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,cleaned_desc_1,sentiment_score,label,roberta_sentiment_score,predicted_labels
Ethiopia Sidamo Natural Twakok G1,Bona Kafo Roastery,Medium_Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,7.65,94,2020-09-01,"Evaluated as espresso. Bright, juicy, sweetly tart. Pomegranate, hazelnut, cedar, freesia-like flowers, molasses in aroma and small cup. Syrupy-smooth mouthfeel; crisp, gently drying finish. Rounder and more nut-toned in three parts milk.",evaluated espresso bright juicy sweetly tart pomegranate hazelnut cedar freesialike flower molasses aroma small cup syrupysmooth mouthfeel crisp gently drying finish rounder nuttoned three part milk,0.8402,1,0.9425237,1
Panama Boquete Torre Lot #1 Geisha Honey,Bona Kafo Roastery,Light,Taiwan,Boquete,Panama,80.0,94,2020-09-01,"Sweetly floral and spice-toned, delicate. Lilac, myrrh, cocoa nib, pink peppercorn, honey in aroma and cup. Balanced, sweetly tart structure with delicately vibrant acidity; very full, syrupy mouthfeel. Cocoa- and floral-toned finish.",sweetly floral spicetoned delicate lilac myrrh cocoa nib pink peppercorn honey aroma cup balanced sweetly tart structure delicately vibrant acidity full syrupy mouthfeel cocoa floraltoned finish,0.8957,1,0.94252187,1
Honduras Buenos Aires,Temple Coffee Roasters,Medium_Light,United States,Buenos Aires,Comayagua,5.58,92,2020-09-01,"Richly bittersweet, nut-toned. Caramelized hazelnut, cocoa nib, dried date, freesia-like flowers, fresh-cut fir in aroma and cup. Bittersweet structure with brisk acidity; full, lightly syrupy mouthfeel. The richly drying finish foregrounds caramelized hazelnut and cocoa-toned date.",richly bittersweet nuttoned caramelized hazelnut cocoa nib dried date freesialike flower freshcut fir aroma cup bittersweet structure brisk acidity full lightly syrupy mouthfeel richly drying finish foreground caramelized hazelnut cocoatoned date,0.7003,1,0.94253063,1
Nicaragua El Poste Pacamara,Paradise Roasters,Medium_Light,United States,Nueva Segovia,Nicaragua,7.61,92,2020-09-01,"Delicate, citrusy and nut-toned. Orange zest, almond, magnolia, date, baking chocolate in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. Nut-framed finish supported by notes of orange zest and baking chocolate.",delicate citrusy nuttoned orange zest almond magnolia date baking chocolate aroma cup sweet structure brisk acidity velvetysmooth mouthfeel nutframed finish supported note orange zest baking chocolate,0.7269,1,0.9425282,1
Yellow Caturra (special lot),Miranda Farms,Medium_Light,Hawai'i,Ka’U Growing Region,Big Island Of Hawai’I,13.23,94,2020-09-01,"Balanced, rich-toned, deeply sweet. Strawberry-guava, cocoa nib, narcissus, almond butter, fresh-cut oak in aroma and cup. Sweet in structure with appealing savory undertones and juicy acidity; very full, syrupy mouthfeel. Finish consolidates to cocoa-toned guava supported by hints of narcissus.",balanced richtoned deeply sweet strawberryguava cocoa nib narcissus almond butter freshcut oak aroma cup sweet structure appealing savory undertone juicy acidity full syrupy mouthfeel finish consolidates cocoatoned guava supported hint narcissus,0.8354,1,0.9425087,1
Ethiopia Natural Guji Kercha Lot Riverside,Kakalove Cafe,Medium_Light,Taiwan,Guji Zone,Oromia Region,3.89,94,2020-10-01,"Delicate, sweetly fruit-toned, complex. Dried persimmon, nougat, lilac, dark chocolate, a hint of spearmint in aroma and cup. Sweetly tart structure with wine-like acidity; satiny, viscous mouthfeel. The chocolaty finish is supported by notes of persimmon and nougat.",delicate sweetly fruittoned complex dried persimmon nougat lilac dark chocolate hint spearmint aroma cup sweetly tart structure winelike acidity satiny viscous mouthfeel chocolaty finish supported note persimmon nougat,0.8271,1,0.9425404,1
Costa Rica Yellow Honey Lot Kinka Bear,Kakalove Cafe,Medium_Light,Taiwan,Costa Rica,Guji Zone,3.54,94,2020-10-01,"Evaluated as espresso. Crisply sweet-tart, bright and juicy. Pomegranate, tangerine zest, dark chocolate, hazelnut butter, sandalwood in aroma and small cup. Full, syrupy mouthfeel; crisply sweet finish with notes of dark chocolate and tangerine zest. In three parts milk both chocolate and citrus notes are lifted and enlivened.",evaluated espresso crisply sweettart bright juicy pomegranate tangerine zest dark chocolate hazelnut butter sandalwood aroma small cup full syrupy mouthfeel crisply sweet finish note dark chocolate tangerine zest three part milk chocolate citrus note lifted enlivened,0.7096,1,0.9425392,1
San Diego Natural,JBC Coffee Roasters,Medium_Light,United States,Tarrazu,Costa Rica,5.26,95,2020-10-01,"Cleanly fruit-forward, high-toned. Strawberry guava, lemon verbena, cocoa nib, freesia, myrrh in aroma and cup. Sweet-tart structure with bright, juicy acidity; viscous, syrupy mouthfeel. Resonant, fruit-driven finish with notes of strawberry guava, lemon verbena and cocoa nib far into the long.",cleanly fruitforward hightoned strawberry guava lemon verbena cocoa nib freesia myrrh aroma cup sweettart structure bright juicy acidity viscous syrupy mouthfeel resonant fruitdriven finish note strawberry guava lemon verbena cocoa nib far long,0.5106,1,0.94253266,1
Buna Boka #1,JBC Coffee Roasters,Medium_Light,United States,Idamo (Also Sidama) Growing Region,South-Central Ethiopia,5.51,94,2020-10-01,"Floral, bright, citrusy, balanced. Star jasmine, cocoa nib, tangerine zest, caramel, cedar in aroma and cup. Balanced, sweetly tart structure with lively acidity; delicate, silky mouthfeel. The finish centers around jasmine-like floral notes.",floral bright citrusy balanced star jasmine cocoa nib tangerine zest caramel cedar aroma cup balanced sweetly tart structure lively acidity delicate silky mouthfeel finish center around jasminelike floral note,0.8442,1,0.9425337,1
El Jardin,JBC Coffee Roasters,Medium_Light,United States,Antioquia,Colombia,12.35,94,2020-10-01,"Big, bright, juicy, balanced. Sticky rice, lychee, hazelnut, cocoa nib, narcissus in aroma and cup. Richly sweet structure with vibrant, tangy acidity; very syrupy mouthfeel. The flavor-laden finish leads with lychee and hazelnut with undertones of cocoa nib.",big bright juicy balanced sticky rice lychee hazelnut cocoa nib narcissus aroma cup richly sweet structure vibrant tangy acidity syrupy mouthfeel flavorladen finish lead lychee hazelnut undertone cocoa nib,0.9042,1,0.94254035,1
Ethiopia Shantawene,Jaunt Coffee Roasters,Light,United States,Sidama (Also Sidamo) Growing Region,Southern Ethiopia,6.47,92,2020-10-01,"Sweetly herbaceous, citrusy. Marjoram, lemon verbena, cocoa nib, freesia, maple syrup in aroma and cup. Sweet-savory structure with crisp, winey acidity; satiny mouthfeel. The finish leads with sweet herb notes supported by cocoa nib.",sweetly herbaceous citrusy marjoram lemon verbena cocoa nib freesia maple syrup aroma cup sweetsavory structure crisp winey acidity satiny mouthfeel finish lead sweet herb note supported cocoa nib,0.8316,1,0.9425539,1
Monte Alban,JBC Coffee Roasters,Medium_Light,United States,Oaxaca,Mexico,5.88,92,2020-10-01,"Crisply sweet, nut-toned. Almond brittle, tart pie cherry, magnolia, baking chocolate, oak in aroma and cup. Sweet structure with pert acidity; satiny-smooth mouthfeel. The finish consolidates to baking chocolate, pie cherry and oak.",crisply sweet nuttoned almond brittle tart pie cherry magnolia baking chocolate oak aroma cup sweet structure pert acidity satinysmooth mouthfeel finish consolidates baking chocolate pie cherry oak,0.7184,1,0.94252056,1
Colombia Antioqiua,Jaunt Coffee Roasters,Medium_Light,United States,Antioquia,Colombia,6.76,91,2020-10-01,"Rich-toned, bittersweet. Tamarind candy, hop flowers, fir, mustard seed, grape leaves in aroma and cup. Savory-sweet structure with brisk acidity; full, velvety mouthfeel. Richly drying finish with suggestions of tamarind and mustard seed.",richtoned bittersweet tamarind candy hop flower fir mustard seed grape leaf aroma cup savorysweet structure brisk acidity full velvety mouthfeel richly drying finish suggestion tamarind mustard seed,0.4939,1,0.942517,1
Colombia Tolima,Jaunt Coffee Roasters,Medium_Light,United States,Tolima,Colombia,14.11,90,2020-10-01,"Sweetly tart, delicately fermenty. Notes suggesting Jolly Rancher, chocolate fudge, rum barrel, baking spices, sandalwood in aroma and cup. Sweet structure with gentle, round acidity; velvety mouthfeel. Sweetly fermenty finish with crisp chocolate fudge notes throughout.",sweetly tart delicately fermenty note suggesting jolly rancher chocolate fudge rum barrel baking spice sandalwood aroma cup sweet structure gentle round acidity velvety mouthfeel sweetly fermenty finish crisp chocolate fudge note throughout,0.9468,1,0.94251204,1
Kenya Wachuri,Equator Coffees,Medium,United States,Nyeri Growing Region,South-Central Kenya,6.47,95,2020-10-01,"Sweetly spice-toned, chocolaty. Intense freesia-like flowers, dark chocolate, Concord grape, roasted macadamia nut, tangerine zest in aroma and cup. Sweetly rich tart structure with juicy acidity; lightly syrupy mouthfeel. Freesia and Concord grape notes ring on into the long finish. ",sweetly spicetoned chocolaty intense freesialike flower dark chocolate concord grape roasted macadamia nut tangerine zest aroma cup sweetly rich tart structure juicy acidity lightly syrupy mouthfeel freesia concord grape note ring long finish,0.8885,1,0.94254684,1
Kenya Baragwi Guama AB,Flight Coffee Co.,Medium_Light,United States,Kirinyaga District,South-Central Kenya,5.0,95,2020-10-01,"Crisply sweet, richly savory, floral-toned. Peach, lilac, ripe sungold cherry tomato, almond brittle, frankincense in aroma and cup. Sweet-umami structure with jazzy acidity; very syrupy-smooth mouthfeel. The flavor-saturated finish carries over the promise of all the flavor notes from the cup. ",crisply sweet richly savory floraltoned peach lilac ripe sungold cherry tomato almond brittle frankincense aroma cup sweetumami structure jazzy acidity syrupysmooth mouthfeel flavorsaturated finish carry promise flavor note cup,0.802,1,0.942525,1
Kenya ARES,Coffee Please,Medium_Light,Taiwan,Nyeri Growing Region,South-Central Kenya,10.57,95,2020-10-01,"Berry-driven, sweetly herb-toned. Black currant, cocoa nib, thyme, lavender, oak in aroma and cup. Sweet-toned structure with bright acidity; satiny, buoyant mouthfeel. Rich, long-lasting, berry-toned finish.",berrydriven sweetly herbtoned black currant cocoa nib thyme lavender oak aroma cup sweettoned structure bright acidity satiny buoyant mouthfeel rich longlasting berrytoned finish,0.8885,1,0.9425201,1
Empress Kenya,DoDo Kaffa,Medium_Light,Taiwan,Kiambu Growing Region,South-Central Kenya,7.82,95,2020-10-01,"Complex, nuanced, multi-layered. Red currant, cinnamon, lavender, marjoram, wild honey in aroma and cup. Sweetly tart structure with juicy, high-toned acidity; very syrupy mouthfeel. Resonant finish; fruit and floral notes carry forward and cocoa emerges.",complex nuanced multilayered red currant cinnamon lavender marjoram wild honey aroma cup sweetly tart structure juicy hightoned acidity syrupy mouthfeel resonant finish fruit floral note carry forward cocoa emerges,0.4767,1,0.9424924,1
Kenya Kiambu AB Top Lot,Evie's Cafe,Medium_Light,Taiwan,Kiambu Growing Region,South-Central Kenya,6.34,94,2020-10-01,"Complex, nuanced, multi-layered. Black currant, freesia-like flowers, honey, Nutella, cedar in aroma and cup. Sweetly tart structure with juicy, high-toned acidity; syrupy-smooth mouthfeel. The resonant finish leads with currant and freesia notes in the short, rounding to Nutella and cedar in the long.",complex nuanced multilayered black currant freesialike flower honey nutella cedar aroma cup sweetly tart structure juicy hightoned acidity syrupysmooth mouthfeel resonant finish lead currant freesia note short rounding nutella cedar long,0.5423,1,0.9425066,1
Kenya Kiambu Maua Lot AB,Kakalove Cafe,Medium_Light,Taiwan,Kiambu Growing Region,South-Central Kenya,4.6,94,2020-10-01,"Sweetly floral and delicately cocoa-toned. Honeysuckle, cocoa nib, Concord grape, agave, lemon-thyme in aroma and cup. High-toned structure with juicy, confident acidity; buoyant, lively, viscous mouthfeel. Honeysuckle and cocoa nib characterize the sweet finish.",sweetly floral delicately cocoatoned honeysuckle cocoa nib concord grape agave lemonthyme aroma cup hightoned structure juicy confident acidity buoyant lively viscous mouthfeel honeysuckle cocoa nib characterize sweet finish,0.9337,1,0.9425318,1
Kenya Thunguri AA,Klatch Coffee,Medium_Light,United States,Kirinyaga District,South-Central Kenya,6.45,94,2020-10-01,"Balanced, richly sweet-savory, deeply pungent. Ripe tomato, black currant, almond brittle, jasmine, oak in aroma and cup. Sweet-savory structure with vibrant, juicy acidity; full, satiny, nectar-like mouthfeel. The resonant finish leads with notes of black currant, ripe tomato and almond brittle.",balanced richly sweetsavory deeply pungent ripe tomato black currant almond brittle jasmine oak aroma cup sweetsavory structure vibrant juicy acidity full satiny nectarlike mouthfeel resonant finish lead note black currant ripe tomato almond brittle,0.743,1,0.94253004,1
Kenya Kirinyaga Kabare Karani AA,Pop Coffee Works,Medium_Light,Canada,Kirinyaga District,South-Central Kenya,7.33,94,2020-10-01,"Attractively tart, bright, complexly layered. Red currant, petrichor (a post-rain earthy note), wisteria, lemongrass, elm in aroma and cup. Sweet-tart structure with bright, juicy acidity; delicate, silky mouthfeel. The finish centers on notes of red currant and lemongrass; a pleasing coconut note surfaces in the long. ",attractively tart bright complexly layered red currant petrichor postrain earthy note wisteria lemongrass elm aroma cup sweettart structure bright juicy acidity delicate silky mouthfeel finish center note red currant lemongrass pleasing coconut note surface long,0.9118,1,0.94253993,1
Kenya Kirinyaga Kii,Small Eyes Cafe,Medium_Light,Taiwan,Kirinyaga District,South-Central Kenya,8.0,94,2020-10-01,"Sweetly herb-suffused, fruit-driven, hints of fresh earth. Lemon-thyme, mulberry, grapefruit zest, petrichor (a post-rain earthy note), myrrh in aroma and cup. Sweet-savory structure with bright acidity; syrupy-smooth mouthfeel. Savory-leaning, rich-toned finish.  ",sweetly herbsuffused fruitdriven hint fresh earth lemonthyme mulberry grapefruit zest petrichor postrain earthy note myrrh aroma cup sweetsavory structure bright acidity syrupysmooth mouthfeel savoryleaning richtoned finish,0.8074,1,0.94252926,1
Kenya Rungeto,Steady State Roasting,Medium_Light,United States,Kirinyaga District,South-Central Kenya,6.76,94,2020-10-01,"Deep, compelling, satisfying. Black currant, dark chocolate, blood orange zest, lavender, coconut in aroma and cup. Sweet in structure with richly rounded acidity; plump, syrupy mouthfeel. Coconut and lavender notes resonate into the long finish. ",deep compelling satisfying black currant dark chocolate blood orange zest lavender coconut aroma cup sweet structure richly rounded acidity plump syrupy mouthfeel coconut lavender note resonate long finish,0.8689,1,0.94251025,1
